Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Country,ISO,Region,Continent,Location,Dis Mag Value,Dis Mag Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Disaster Duration
0.04958677685950441,0.0013157894736842105,Natural,Geophysical,Earthquake,Ground movement,Chile,CHL,South America,Americas,Valparaiso,4.990046392845164e-06,Richter,0.04958677685950441,0.6363636363636364,0.5,0.04958677685950441,0.6363636363636364,0.5,0.005405136595982864,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.0004761809569160091,0.0026631139581565766,0
0.04958677685950441,0.00010121457489878542,Natural,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,Tumako,5.066816337350474e-06,Richter,0.04958677685950441,0.0,0.9999999999999999,0.04958677685950441,0.0,0.9999999999999999,0.0001078378669832073,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,0
0.04958677685950441,0.002226720647773279,Natural,Hydrological,Flood,Riverine flood,Belgium,BEL,Western Europe,Europe,Louvain region,1.600653342935718e-05,Km2,0.04958677685950441,0.36363636363636365,0.43333333333333335,0.04958677685950441,0.36363636363636365,0.43333333333333335,1.351351716581545e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,0
0.04958677685950441,0.0023279352226720645,Natural,Hydrological,Flood,Riverine flood,Belgium,BEL,Western Europe,Europe,North,1.600653342935718e-05,Km2,0.04958677685950441,0.2727272727272727,0.4666666666666667,0.04958677685950441,0.2727272727272727,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,1
0.04958677685950441,0.001417004048582996,Natural,Meteorological,Storm,Tropical cyclone,Hong Kong,HKG,Eastern Asia,Asia,North,1.600653342935718e-05,Kph,0.04958677685950441,0.7272727272727273,0.23333333333333334,0.04958677685950441,0.7272727272727273,0.23333333333333334,0.002702433162819774,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,9.52285723355102e-05,0.0026631139581565766,0
0.05785123966942152,0.000506072874493927,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Tien Shan,4.9132764483398535e-06,Richter,0.05785123966942152,0.8181818181818182,0.6666666666666666,0.05785123966942152,0.8181818181818182,0.6666666666666666,0.003242973849452392,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,0
0.05785123966942152,0.0,Natural,Biological,Epidemic,Bacterial disease,India,IND,Southern Asia,Asia,North,1.600653342935718e-05,Vaccinated,0.05785123966942152,0.5454545454545454,0.4666666666666667,0.05785123966942152,0.5454545454545454,0.5,0.3513511760408584,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1
0.06611570247933862,0.0010121457489878543,Natural,Geophysical,Mass movement (dry),Landslide,Canada,CAN,Northern America,Americas,"Notre Dame de La Salette, Quebec",1.600653342935718e-05,Km2,0.06611570247933862,0.2727272727272727,0.8333333333333334,0.06611570247933862,0.2727272727272727,0.8333333333333334,8.648650986121889e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,0
0.07438016528925573,0.0009109311740890688,Natural,Meteorological,Storm,Tropical cyclone,Bangladesh,BGD,Southern Asia,Asia,Bakerganj,1.600653342935718e-05,Kph,0.07438016528925573,0.8181818181818182,0.4666666666666667,0.07438016528925573,0.8181818181818182,0.4666666666666667,4.621622870708884e-05,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,0
0.07438016528925573,0.0012145748987854252,Natural,Meteorological,Storm,Tropical cyclone,Bangladesh,BGD,Southern Asia,Asia,West Sundarbans,1.600653342935718e-05,Kph,0.07438016528925573,0.9999999999999999,0.4666666666666667,0.07438016528925573,0.9999999999999999,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,1
0.07438016528925573,0.0,Natural,Biological,Epidemic,Bacterial disease,China,CHN,Eastern Asia,Asia,North,1.600653342935718e-05,Vaccinated,0.07438016528925573,0.5454545454545454,0.4666666666666667,0.07438016528925573,0.5454545454545454,0.5,0.4054052447041202,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,1
0.07438016528925573,0.0008097165991902834,Natural,Geophysical,Earthquake,Ground movement,France,FRA,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",4.836506503834543e-06,Richter,0.07438016528925573,0.4545454545454545,0.3333333333333333,0.07438016528925573,0.4545454545454545,0.3333333333333333,1.2162165449233906e-05,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,0
0.07438016528925573,0.0011133603238866396,Natural,Meteorological,Storm,Tropical cyclone,Haiti,HTI,Caribbean,Americas,"Cul de Sac,Leogane",1.600653342935718e-05,Kph,0.07438016528925573,0.9090909090909091,0.3666666666666667,0.07438016528925573,0.9090909090909091,0.3666666666666667,4.027028115413004e-05,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,0
0.07438016528925573,0.00010121457489878542,Natural,Biological,Epidemic,Bacterial disease,Indonesia,IDN,South-Eastern Asia,Asia,North,1.600653342935718e-05,Vaccinated,0.07438016528925573,0.5454545454545454,0.4666666666666667,0.07438016528925573,0.5454545454545454,0.5,1.0540543389336053e-05,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.0026631139581565766,1
0.08264462809917461,0.9114372469635628,Natural,Climatological,Drought,Drought,Burkina Faso,BFA,Western Africa,Africa,North,1.600653342935718e-05,Km2,0.08264462809917461,0.5454545454545454,0.4666666666666667,0.11570247933884303,0.5454545454545454,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1461
0.08264462809917461,0.0015182186234817814,Natural,Hydrological,Landslide,Avalanche,Canada,CAN,Northern America,Americas,"Roger's Pass, British Columbia",1.600653342935718e-05,Km2,0.08264462809917461,0.1818181818181818,0.13333333333333333,0.08264462809917461,0.1818181818181818,0.13333333333333333,1.648649094229485e-05,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,0
0.08264462809917461,0.0,Natural,Biological,Epidemic,Bacterial disease,China,CHN,Eastern Asia,Asia,Manchuria,1.600653342935718e-05,Vaccinated,0.08264462809917461,0.5454545454545454,0.4666666666666667,0.08264462809917461,0.5454545454545454,0.5,0.016215950328635223,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1
0.08264462809917461,0.9114372469635628,Natural,Climatological,Drought,Drought,Cabo Verde,CPV,Western Africa,Africa,North,1.600653342935718e-05,Km2,0.08264462809917461,0.5454545454545454,0.4666666666666667,0.11570247933884303,0.5454545454545454,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1461
0.08264462809917461,0.00030364372469635624,Natural,Geophysical,Earthquake,Ground movement,Costa Rica,CRI,Central America,Americas,Cartago,1.600653342935718e-05,Richter,0.08264462809917461,0.2727272727272727,0.4,0.08264462809917461,0.2727272727272727,0.4,0.00047270283046022443,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,0
0.08264462809917461,0.0004048582995951417,Natural,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,"Kabylie, Masqueray",4.836506503834543e-06,Richter,0.08264462809917461,0.4545454545454545,0.7666666666666667,0.08264462809917461,0.4545454545454545,0.7666666666666667,2.972973776479399e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,0
0.08264462809917461,0.9114372469635628,Natural,Climatological,Drought,Drought,Gambia (the),GMB,Western Africa,Africa,North,1.600653342935718e-05,Km2,0.08264462809917461,0.5454545454545454,0.4666666666666667,0.11570247933884303,0.5454545454545454,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1461
0.08264462809917461,0.9114372469635628,Natural,Climatological,Drought,Drought,Guinea-Bissau,GNB,Western Africa,Africa,North,1.600653342935718e-05,Km2,0.08264462809917461,0.5454545454545454,0.4666666666666667,0.11570247933884303,0.5454545454545454,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1461
0.09090909090909172,0.00030364372469635624,Natural,Meteorological,Storm,Tropical cyclone,Bangladesh,BGD,Southern Asia,Asia,Teknaf,1.600653342935718e-05,Kph,0.09090909090909172,0.2727272727272727,0.4666666666666667,0.09090909090909172,0.2727272727272727,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1
0.09090909090909172,0.0017206477732793523,Natural,Climatological,Wildfire,Forest fire,Canada,CAN,Northern America,Americas,"Cochrane (and Northern Region), Ontario",0.09942099340154649,Km2,0.09090909090909172,0.5454545454545454,0.3333333333333333,0.09090909090909172,0.5454545454545454,0.3333333333333333,1.945946471877425e-05,2.7222237345687417e-05,3.030000009181818e-05,1.2429024434515665e-05,6.030303048576676e-07,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,0
0.09090909090909172,0.00010121457489878542,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,North,1.600653342935718e-05,Km2,0.09090909090909172,0.5454545454545454,0.4666666666666667,0.09090909090909172,0.5454545454545454,0.5,0.027026764061287584,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.003994670937234858,1
0.09917355371900882,0.0020242914979757085,Natural,Meteorological,Storm,Convective storm,Canada,CAN,Northern America,Americas,"Regina, Saskatchewan",1.600653342935718e-05,Kph,0.09917355371900882,0.4545454545454545,0.9666666666666667,0.09917355371900882,0.4545454545454545,0.9666666666666667,7.297299269540344e-06,0.00011055561697534278,3.030000009181818e-05,0.00015753946199485085,8.178787903572085e-06,0.0028744349621798123,2.380000022666667e-05,0.005326227916313146,0
0.09917355371900882,0.0004048582995951417,Natural,Meteorological,Storm,Tropical cyclone,China,CHN,Eastern Asia,Asia,Wenchou,1.600653342935718e-05,Kph,0.09917355371900882,0.6363636363636364,0.4666666666666667,0.09917355371900882,0.6363636363636364,0.5,0.013513246895472135,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.005326227916313146,1
0.11570247933884303,0.002125506072874494,Natural,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Kepahyang, Bengkulu (Sumatera)",4.990046392845164e-06,Richter,0.11570247933884303,0.4545454545454545,0.8333333333333334,0.11570247933884303,0.4545454545454545,0.8333333333333334,5.135136523009872e-06,1.0555561419756345e-05,3.030000009181818e-05,0.0001890852092905759,5.757575775022957e-08,0.0028744349621798123,0.00028570476462575964,0.006790940592265968,0
0.12396694214876014,0.0009109311740890688,Natural,Hydrological,Landslide,Avalanche,Canada,CAN,Northern America,Americas,"Cooper Mine, British Columbia",1.600653342935718e-05,Km2,0.12396694214876014,0.1818181818181818,0.7,0.12396694214876014,0.1818181818181818,0.7,1.4864868882396996e-05,1.1666673148151749e-05,3.030000009181818e-05,0.0001890852092905759,6.36363638292011e-08,0.0028744349621798123,0.00028570476462575964,0.007190407682889588,0
0.12396694214876014,0.0010121457489878543,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,Guangzhou,0.00023468572035273332,Km2,0.12396694214876014,0.5454545454545454,0.4666666666666667,0.12396694214876014,0.5454545454545454,0.5,5.135136523009872e-06,2.7222237345687417e-05,0.009090906088154261,0.0001890852092905759,0.009090906088154261,0.0028744349621798123,0.00028570476462575964,0.007190407682889588,1
0.12396694214876014,0.000506072874493927,Natural,Meteorological,Storm,Tropical cyclone,Haiti,HTI,Caribbean,Americas,"South, Southwest area",1.600653342935718e-05,Kph,0.12396694214876014,0.6363636363636364,0.3666666666666667,0.12396694214876014,0.6363636363636364,0.3666666666666667,0.0004321622789627781,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.007190407682889588,0
0.13223140495867725,0.00030364372469635624,Natural,Meteorological,Storm,Tropical cyclone,India,IND,Southern Asia,Asia,"Cuddalore, Pondicherry",1.600653342935718e-05,Kph,0.13223140495867725,0.9090909090909091,0.6666666666666666,0.13223140495867725,0.9090909090909091,0.6666666666666666,8.08108326515764e-05,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.010252988731669771,0
0.14049586776859613,0.0013157894736842105,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,4.9132764483398535e-06,Richter,0.14049586776859613,0.5454545454545454,0.9999999999999999,0.14049586776859613,0.5454545454545454,0.9999999999999999,0.0004862163476260399,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.01797601920205752,0
0.14049586776859613,0.0012145748987854252,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,Tianjin,1.600653342935718e-05,Km2,0.14049586776859613,0.5454545454545454,0.4666666666666667,0.14049586776859613,0.5454545454545454,0.5,5.135136523009872e-06,2.7222237345687417e-05,0.0019242393997704224,0.0001890852092905759,0.0019242393997704224,0.0028744349621798123,0.00028570476462575964,0.01797601920205752,1
0.14049586776859613,0.0008097165991902834,Natural,Geophysical,Earthquake,Ground movement,Guatemala,GTM,Central America,Americas,Guatemala city,4.836506503834543e-06,Richter,0.14049586776859613,0.9999999999999999,0.8,0.14049586776859613,0.9999999999999999,0.8,0.0007159461394449025,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.01797601920205752,0
0.14049586776859613,0.00020242914979757081,Natural,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Bali,4.9132764483398535e-06,Richter,0.14049586776859613,0.0,0.6666666666666666,0.14049586776859613,0.0,0.6666666666666666,0.004053784879401319,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.01797601920205752,0
0.14876033057851323,0.0019230769230769232,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Kwangtung (Guangdong),4.9132764483398535e-06,Richter,0.14876033057851323,0.09090909090909091,0.4,0.14876033057851323,0.09090909090909091,0.4,0.002702433162819774,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.02689745094431612,0
0.14876033057851323,0.0,Natural,Biological,Epidemic,Viral disease,Bangladesh,BGD,Southern Asia,Asia,North,1.600653342935718e-05,Vaccinated,0.14876033057851323,0.5454545454545454,0.4666666666666667,0.14876033057851323,0.5454545454545454,0.5,0.10621597465296613,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.02689745094431612,1
0.14876033057851323,0.001417004048582996,Natural,Biological,Epidemic,Viral disease,Canada,CAN,Northern America,Americas,Natiuonwide,1.600653342935718e-05,Vaccinated,0.14876033057851323,0.0,0.4666666666666667,0.14876033057851323,0.0,0.5,0.013513246895472135,2.7222237345687417e-05,0.006060603048668494,0.0001890852092905759,0.006060603048668494,0.0028744349621798123,0.00028570476462575964,0.02689745094431612,1
0.15702479338843034,0.0006072874493927125,Natural,Biological,Epidemic,Viral disease,Anguilla,AIA,Caribbean,Americas,North,1.600653342935718e-05,Vaccinated,0.15702479338843034,0.0,0.4666666666666667,0.15702479338843034,0.0,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.036085194090656685,1
0.15702479338843034,0.9114372469635628,Natural,Climatological,Drought,Drought,Anguilla,AIA,Caribbean,Americas,North,1.600653342935718e-05,Km2,0.15702479338843034,0.5454545454545454,0.4666666666666667,0.19008264462809876,0.5454545454545454,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.036085194090656685,1461
0.15702479338843034,0.00020242914979757081,Natural,Meteorological,Storm,Tropical cyclone,Bangladesh,BGD,Southern Asia,Asia,Bakerganj,1.600653342935718e-05,Kph,0.15702479338843034,0.7272727272727273,0.7333333333333333,0.15702479338843034,0.7272727272727273,0.7333333333333333,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.036085194090656685,0
0.15702479338843034,0.0,Natural,Geophysical,Volcanic activity,Ash fall,Indonesia,IDN,South-Eastern Asia,Asia,Small Island between Java and Sumatra,1.600653342935718e-05,Km2,0.15702479338843034,0.36363636363636365,0.4666666666666667,0.15702479338843034,0.36363636363636365,0.5,0.001351081446238229,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.036085194090656685,1
0.16528925619834745,0.0006072874493927125,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Gansu, Shanxi provinces",5.066816337350474e-06,Richter,0.16528925619834745,0.9999999999999999,0.5,0.16528925619834745,0.9999999999999999,0.5,0.04864839152659231,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00011903809637179139,0.04687080560982463,0
0.16528925619834745,0.9112348178137651,Natural,Climatological,Drought,Drought,Cabo Verde,CPV,Western Africa,Africa,Countrywide,1.600653342935718e-05,Km2,0.16528925619834745,0.5454545454545454,0.4666666666666667,0.16528925619834745,0.5454545454545454,0.5,0.0064862179692481,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.04687080560982463,1
0.16528925619834745,0.0011133603238866396,Natural,Biological,Epidemic,Viral disease,Anguilla,AIA,Caribbean,Americas,North,1.600653342935718e-05,Vaccinated,0.16528925619834745,0.0,0.4666666666666667,0.16528925619834745,0.0,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.04687080560982463,1
0.16528925619834745,0.9111336032388664,Natural,Climatological,Drought,Drought,China,CHN,Eastern Asia,Asia,North,1.600653342935718e-05,Km2,0.16528925619834745,0.5454545454545454,0.4666666666666667,0.16528925619834745,0.5454545454545454,0.5,0.13513490138781117,2.7222237345687417e-05,0.060606057759412295,0.0001890852092905759,0.060606057759412295,0.0028744349621798123,0.00028570476462575964,0.04687080560982463,1
0.16528925619834745,0.0004048582995951417,Natural,Hydrological,Flood,Riverine flood,Germany Fed Rep,DFR,Western Europe,Europe,Danube area,1.600653342935718e-05,Km2,0.16528925619834745,0.6363636363636364,0.4666666666666667,0.16528925619834745,0.6363636363636364,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,9.52285723355102e-05,0.04687080560982463,1
0.16528925619834745,0.0,Natural,Biological,Epidemic,Bacterial disease,India,IND,Southern Asia,Asia,North,1.600653342935718e-05,Vaccinated,0.16528925619834745,0.5454545454545454,0.4666666666666667,0.16528925619834745,0.5454545454545454,0.5,0.5405404163622747,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.04687080560982463,1
0.16528925619834745,0.00010121457489878542,Natural,Biological,Epidemic,Bacterial disease,India,IND,Southern Asia,Asia,North,1.600653342935718e-05,Vaccinated,0.16528925619834745,0.5454545454545454,0.4666666666666667,0.16528925619834745,0.5454545454545454,0.5,0.13513490138781117,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.04687080560982463,1
0.17355371900826455,0.0004048582995951417,Natural,Biological,Epidemic,Viral disease,Anguilla,AIA,Caribbean,Americas,North,1.600653342935718e-05,Vaccinated,0.17355371900826455,0.0,0.4666666666666667,0.17355371900826455,0.0,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.03808252956444056,1
0.18181818181818166,0.0,Natural,Geophysical,Earthquake,Ground movement,Chile,CHL,South America,Americas,Atacama,5.066816337350474e-06,Richter,0.18181818181818166,0.9090909090909091,0.3333333333333333,0.18181818181818166,0.9090909090909091,0.3333333333333333,0.00027000007297299267,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.03368839153658209,0
0.18181818181818166,0.0009109311740890688,Natural,Biological,Epidemic,Viral disease,Anguilla,AIA,Caribbean,Americas,North,1.600653342935718e-05,Vaccinated,0.18181818181818166,0.0,0.4666666666666667,0.18181818181818166,0.0,0.5,5.135136523009872e-06,2.7222237345687417e-05,3.030000009181818e-05,0.0001890852092905759,1.8072727327493113e-05,0.0028744349621798123,0.00028570476462575964,0.03368839153658209,1
